type	method	adverb	kind	provenance
Dummy	map	label	runtime	declared
Dummy	map	node	runtime	declared
Dummy	max	by	runtime	declared
Dummy	max	k	runtime	declared
Dummy	max	kv	runtime	declared
Dummy	max	p	runtime	declared
Dummy	max	v	runtime	declared
Dummy	min	by	runtime	declared
Dummy	min	k	runtime	declared
Dummy	min	kv	runtime	declared
Dummy	min	p	runtime	declared
Dummy	min	v	runtime	declared
Dummy	minmax	by	runtime	declared
Dummy	repeated	as	runtime	declared
Dummy	repeated	with	runtime	declared
Dummy	rotor	partial	runtime	declared
Dummy	squish	as	runtime	declared
Dummy	squish	with	runtime	declared
Dummy	toggle	off	runtime	declared
Dummy	unique	as	runtime	declared
Dummy	unique	with	runtime	declared
Duration	DUMP	ctx	runtime	declared
Duration	DUMP	indent-step	runtime	declared
Empty	batch	elems	runtime	declared
Empty	first	end	runtime	declared
Empty	map	deep	runtime	declared
Empty	map	duck	runtime	declared
Empty	map	flat	runtime	declared
Empty	map	item	runtime	declared
Empty	map	label	runtime	declared
Empty	map	node	runtime	declared
Empty	repeated	as	runtime	declared
Empty	repeated	with	runtime	declared
Empty	rotor	partial	runtime	declared
Empty	sort	k	runtime	declared
Empty	squish	as	runtime	declared
Empty	squish	with	runtime	declared
Empty	toggle	off	runtime	declared
Empty	unique	as	runtime	declared
Empty	unique	with	runtime	declared
Encoding::Builtin	decoder	replacement	runtime	declared
Encoding::Builtin	decoder	strict	runtime	declared
Encoding::Builtin	decoder	translate-nl	runtime	declared
Encoding::Builtin	encoder	replacement	runtime	declared
Encoding::Builtin	encoder	strict	runtime	declared
Encoding::Builtin	encoder	translate-nl	runtime	declared
Encoding::Decoder	consume-exactly-chars	eof	runtime	declared
Encoding::Decoder	consume-line-chars	chomp	runtime	declared
Encoding::Decoder	consume-line-chars	eof	runtime	declared
Encoding::Decoder::Builtin	consume-exactly-chars	eof	runtime	declared
Encoding::Decoder::Builtin	consume-line-chars	chomp	runtime	declared
Encoding::Decoder::Builtin	consume-line-chars	eof	runtime	declared
Encoding::Decoder::Builtin	new	replacement	runtime	declared
Encoding::Decoder::Builtin	new	strict	runtime	declared
Encoding::Decoder::Builtin	new	translate-nl	runtime	declared
Encoding::Encoder::Builtin	new	replacement	runtime	declared
Encoding::Encoder::Builtin	new	strict	runtime	declared
Failure	batch	elems	runtime	declared
Failure	categorize	as	runtime	declared
Failure	categorize	into	runtime	declared
Failure	classify	as	runtime	declared
Failure	classify	into	runtime	declared
Failure	first	end	runtime	declared
Failure	flatmap	label	runtime	declared
Failure	map	deep	runtime	declared
Failure	map	duck	runtime	declared
Failure	map	flat	runtime	declared
Failure	map	item	runtime	declared
Failure	map	label	runtime	declared
Failure	map	node	runtime	declared
Failure	max	by	runtime	declared
Failure	max	k	runtime	declared
Failure	max	kv	runtime	declared
Failure	max	p	runtime	declared
Failure	max	v	runtime	declared
Failure	min	by	runtime	declared
Failure	min	k	runtime	declared
Failure	min	kv	runtime	declared
Failure	min	p	runtime	declared
Failure	min	v	runtime	declared
Failure	minmax	by	runtime	declared
Failure	repeated	as	runtime	declared
Failure	repeated	with	runtime	declared
Failure	rotor	partial	runtime	declared
Failure	squish	as	runtime	declared
Failure	squish	with	runtime	declared
Failure	toggle	off	runtime	declared
Failure	unique	as	runtime	declared
Failure	unique	with	runtime	declared
FakeSignature	batch	elems	runtime	declared
FakeSignature	categorize	as	runtime	declared
FakeSignature	categorize	into	runtime	declared
FakeSignature	classify	as	runtime	declared
FakeSignature	classify	into	runtime	declared
FakeSignature	first	end	runtime	declared
FakeSignature	flatmap	label	runtime	declared
FakeSignature	map	deep	runtime	declared
FakeSignature	map	duck	runtime	declared
FakeSignature	map	flat	runtime	declared
FakeSignature	map	item	runtime	declared
FakeSignature	map	label	runtime	declared
FakeSignature	map	node	runtime	declared
FakeSignature	max	by	runtime	declared
FakeSignature	max	k	runtime	declared
FakeSignature	max	kv	runtime	declared
FakeSignature	max	p	runtime	declared
FakeSignature	max	v	runtime	declared
FakeSignature	min	by	runtime	declared
FakeSignature	min	k	runtime	declared
FakeSignature	min	kv	runtime	declared
FakeSignature	min	p	runtime	declared
FakeSignature	min	v	runtime	declared
FakeSignature	minmax	by	runtime	declared
FakeSignature	repeated	as	runtime	declared
FakeSignature	repeated	with	runtime	declared
FakeSignature	rotor	partial	runtime	declared
FakeSignature	squish	as	runtime	declared
FakeSignature	squish	with	runtime	declared
FakeSignature	toggle	off	runtime	declared
FakeSignature	unique	as	runtime	declared
FakeSignature	unique	with	runtime	declared
FallbackBehavior	batch	elems	runtime	declared
FallbackBehavior	categorize	as	runtime	declared
FallbackBehavior	categorize	into	runtime	declared
FallbackBehavior	classify	as	runtime	declared
FallbackBehavior	classify	into	runtime	declared
FallbackBehavior	first	end	runtime	declared
FallbackBehavior	flatmap	label	runtime	declared
FallbackBehavior	map	deep	runtime	declared
FallbackBehavior	map	duck	runtime	declared
FallbackBehavior	map	flat	runtime	declared
FallbackBehavior	map	item	runtime	declared
FallbackBehavior	map	label	runtime	declared
FallbackBehavior	map	node	runtime	declared
FallbackBehavior	max	by	runtime	declared
FallbackBehavior	max	k	runtime	declared
FallbackBehavior	max	kv	runtime	declared
FallbackBehavior	max	p	runtime	declared
FallbackBehavior	max	v	runtime	declared
FallbackBehavior	min	by	runtime	declared
FallbackBehavior	min	k	runtime	declared
FallbackBehavior	min	kv	runtime	declared
FallbackBehavior	min	p	runtime	declared
FallbackBehavior	min	v	runtime	declared
FallbackBehavior	minmax	by	runtime	declared
FallbackBehavior	repeated	as	runtime	declared
FallbackBehavior	repeated	with	runtime	declared
FallbackBehavior	rotor	partial	runtime	declared
FallbackBehavior	squish	as	runtime	declared
FallbackBehavior	squish	with	runtime	declared
FallbackBehavior	toggle	off	runtime	declared
FallbackBehavior	unique	as	runtime	declared
FallbackBehavior	unique	with	runtime	declared
FatRat	DUMP	ctx	runtime	declared
FatRat	DUMP	indent-step	runtime	declared
FatRat	base	no-trailing-zeroes	runtime	declared
FileWatchCancellation	batch	elems	runtime	declared
FileWatchCancellation	categorize	as	runtime	declared
FileWatchCancellation	categorize	into	runtime	declared
FileWatchCancellation	classify	as	runtime	declared
FileWatchCancellation	classify	into	runtime	declared
FileWatchCancellation	first	end	runtime	declared
FileWatchCancellation	flatmap	label	runtime	declared
FileWatchCancellation	map	deep	runtime	declared
FileWatchCancellation	map	duck	runtime	declared
FileWatchCancellation	map	flat	runtime	declared
FileWatchCancellation	map	item	runtime	declared
FileWatchCancellation	map	label	runtime	declared
FileWatchCancellation	map	node	runtime	declared
FileWatchCancellation	max	by	runtime	declared
FileWatchCancellation	max	k	runtime	declared
FileWatchCancellation	max	kv	runtime	declared
FileWatchCancellation	max	p	runtime	declared
FileWatchCancellation	max	v	runtime	declared
FileWatchCancellation	min	by	runtime	declared
FileWatchCancellation	min	k	runtime	declared
FileWatchCancellation	min	kv	runtime	declared
FileWatchCancellation	min	p	runtime	declared
FileWatchCancellation	min	v	runtime	declared
FileWatchCancellation	minmax	by	runtime	declared
FileWatchCancellation	repeated	as	runtime	declared
FileWatchCancellation	repeated	with	runtime	declared
FileWatchCancellation	rotor	partial	runtime	declared
FileWatchCancellation	squish	as	runtime	declared
FileWatchCancellation	squish	with	runtime	declared
FileWatchCancellation	toggle	off	runtime	declared
FileWatchCancellation	unique	as	runtime	declared
FileWatchCancellation	unique	with	runtime	declared
FirstNThenSinkAllCallable	batch	elems	runtime	declared
FirstNThenSinkAllCallable	categorize	as	runtime	declared
FirstNThenSinkAllCallable	categorize	into	runtime	declared
FirstNThenSinkAllCallable	classify	as	runtime	declared
FirstNThenSinkAllCallable	classify	into	runtime	declared
FirstNThenSinkAllCallable	first	end	runtime	declared
FirstNThenSinkAllCallable	flatmap	label	runtime	declared
FirstNThenSinkAllCallable	map	deep	runtime	declared
FirstNThenSinkAllCallable	map	duck	runtime	declared
FirstNThenSinkAllCallable	map	flat	runtime	declared
FirstNThenSinkAllCallable	map	item	runtime	declared
FirstNThenSinkAllCallable	map	label	runtime	declared
FirstNThenSinkAllCallable	map	node	runtime	declared
FirstNThenSinkAllCallable	max	by	runtime	declared
FirstNThenSinkAllCallable	max	k	runtime	declared
FirstNThenSinkAllCallable	max	kv	runtime	declared
FirstNThenSinkAllCallable	max	p	runtime	declared
FirstNThenSinkAllCallable	max	v	runtime	declared
FirstNThenSinkAllCallable	min	by	runtime	declared
FirstNThenSinkAllCallable	min	k	runtime	declared
FirstNThenSinkAllCallable	min	kv	runtime	declared
FirstNThenSinkAllCallable	min	p	runtime	declared
FirstNThenSinkAllCallable	min	v	runtime	declared
FirstNThenSinkAllCallable	minmax	by	runtime	declared
FirstNThenSinkAllCallable	repeated	as	runtime	declared
FirstNThenSinkAllCallable	repeated	with	runtime	declared
FirstNThenSinkAllCallable	rotor	partial	runtime	declared
FirstNThenSinkAllCallable	squish	as	runtime	declared
FirstNThenSinkAllCallable	squish	with	runtime	declared
FirstNThenSinkAllCallable	toggle	off	runtime	declared
FirstNThenSinkAllCallable	unique	as	runtime	declared
FirstNThenSinkAllCallable	unique	with	runtime	declared
FirstNThenSinkAllN	batch	elems	runtime	declared
FirstNThenSinkAllN	categorize	as	runtime	declared
FirstNThenSinkAllN	categorize	into	runtime	declared
FirstNThenSinkAllN	classify	as	runtime	declared
FirstNThenSinkAllN	classify	into	runtime	declared
FirstNThenSinkAllN	first	end	runtime	declared
FirstNThenSinkAllN	flatmap	label	runtime	declared
FirstNThenSinkAllN	map	deep	runtime	declared
FirstNThenSinkAllN	map	duck	runtime	declared
FirstNThenSinkAllN	map	flat	runtime	declared
FirstNThenSinkAllN	map	item	runtime	declared
FirstNThenSinkAllN	map	label	runtime	declared
FirstNThenSinkAllN	map	node	runtime	declared
FirstNThenSinkAllN	max	by	runtime	declared
FirstNThenSinkAllN	max	k	runtime	declared
FirstNThenSinkAllN	max	kv	runtime	declared
FirstNThenSinkAllN	max	p	runtime	declared
FirstNThenSinkAllN	max	v	runtime	declared
FirstNThenSinkAllN	min	by	runtime	declared
FirstNThenSinkAllN	min	k	runtime	declared
FirstNThenSinkAllN	min	kv	runtime	declared
FirstNThenSinkAllN	min	p	runtime	declared
FirstNThenSinkAllN	min	v	runtime	declared
FirstNThenSinkAllN	minmax	by	runtime	declared
FirstNThenSinkAllN	repeated	as	runtime	declared
FirstNThenSinkAllN	repeated	with	runtime	declared
FirstNThenSinkAllN	rotor	partial	runtime	declared
FirstNThenSinkAllN	squish	as	runtime	declared
FirstNThenSinkAllN	squish	with	runtime	declared
FirstNThenSinkAllN	toggle	off	runtime	declared
FirstNThenSinkAllN	unique	as	runtime	declared
FirstNThenSinkAllN	unique	with	runtime	declared
Flat	batch	elems	runtime	declared
Flat	categorize	as	runtime	declared
Flat	categorize	into	runtime	declared
Flat	classify	as	runtime	declared
Flat	classify	into	runtime	declared
Flat	first	end	runtime	declared
Flat	flatmap	label	runtime	declared
Flat	map	deep	runtime	declared
Flat	map	duck	runtime	declared
Flat	map	flat	runtime	declared
Flat	map	item	runtime	declared
Flat	map	label	runtime	declared
Flat	map	node	runtime	declared
Flat	max	by	runtime	declared
Flat	max	k	runtime	declared
Flat	max	kv	runtime	declared
Flat	max	p	runtime	declared
Flat	max	v	runtime	declared
Flat	min	by	runtime	declared
Flat	min	k	runtime	declared
Flat	min	kv	runtime	declared
Flat	min	p	runtime	declared
Flat	min	v	runtime	declared
Flat	minmax	by	runtime	declared
Flat	repeated	as	runtime	declared
Flat	repeated	with	runtime	declared
Flat	rotor	partial	runtime	declared
Flat	squish	as	runtime	declared
Flat	squish	with	runtime	declared
Flat	toggle	off	runtime	declared
Flat	unique	as	runtime	declared
Flat	unique	with	runtime	declared
Format	batch	elems	runtime	declared
Format	categorize	as	runtime	declared
Format	categorize	into	runtime	declared
Format	classify	as	runtime	declared
Format	classify	into	runtime	declared
Format	first	end	runtime	declared
Format	flatmap	label	runtime	declared
Format	map	deep	runtime	declared
Format	map	duck	runtime	declared
Format	map	flat	runtime	declared
Format	map	item	runtime	declared
Format	map	label	runtime	declared
Format	map	node	runtime	declared
Format	max	by	runtime	declared
Format	max	k	runtime	declared
Format	max	kv	runtime	declared
Format	max	p	runtime	declared
Format	max	v	runtime	declared
Format	min	by	runtime	declared
Format	min	k	runtime	declared
Format	min	kv	runtime	declared
Format	min	p	runtime	declared
Format	min	v	runtime	declared
Format	minmax	by	runtime	declared
Format	repeated	as	runtime	declared
Format	repeated	with	runtime	declared
Format	rotor	partial	runtime	declared
Format	squish	as	runtime	declared
Format	squish	with	runtime	declared
Format	toggle	off	runtime	declared
Format	unique	as	runtime	declared
Format	unique	with	runtime	declared
FromIndexes	batch	elems	runtime	declared
FromIndexes	categorize	as	runtime	declared
FromIndexes	categorize	into	runtime	declared
FromIndexes	classify	as	runtime	declared
FromIndexes	classify	into	runtime	declared
FromIndexes	first	end	runtime	declared
FromIndexes	flatmap	label	runtime	declared
FromIndexes	map	deep	runtime	declared
FromIndexes	map	duck	runtime	declared
FromIndexes	map	flat	runtime	declared
FromIndexes	map	item	runtime	declared
FromIndexes	map	label	runtime	declared
FromIndexes	map	node	runtime	declared
FromIndexes	max	by	runtime	declared
FromIndexes	max	k	runtime	declared
FromIndexes	max	kv	runtime	declared
FromIndexes	max	p	runtime	declared
FromIndexes	max	v	runtime	declared
FromIndexes	min	by	runtime	declared
FromIndexes	min	k	runtime	declared
FromIndexes	min	kv	runtime	declared
FromIndexes	min	p	runtime	declared
FromIndexes	min	v	runtime	declared
FromIndexes	minmax	by	runtime	declared
FromIndexes	repeated	as	runtime	declared
FromIndexes	repeated	with	runtime	declared
FromIndexes	rotor	partial	runtime	declared
FromIndexes	squish	as	runtime	declared
FromIndexes	squish	with	runtime	declared
FromIndexes	toggle	off	runtime	declared
FromIndexes	unique	as	runtime	declared
FromIndexes	unique	with	runtime	declared
Gather	batch	elems	runtime	declared
Gather	categorize	as	runtime	declared
Gather	categorize	into	runtime	declared
Gather	classify	as	runtime	declared
Gather	classify	into	runtime	declared
Gather	first	end	runtime	declared
Gather	flatmap	label	runtime	declared
Gather	map	deep	runtime	declared
Gather	map	duck	runtime	declared
Gather	map	flat	runtime	declared
Gather	map	item	runtime	declared
Gather	map	label	runtime	declared
Gather	map	node	runtime	declared
Gather	max	by	runtime	declared
Gather	max	k	runtime	declared
Gather	max	kv	runtime	declared
Gather	max	p	runtime	declared
Gather	max	v	runtime	declared
Gather	min	by	runtime	declared
Gather	min	k	runtime	declared
Gather	min	kv	runtime	declared
Gather	min	p	runtime	declared
Gather	min	v	runtime	declared
Gather	minmax	by	runtime	declared
Gather	repeated	as	runtime	declared
Gather	repeated	with	runtime	declared
Gather	rotor	partial	runtime	declared
Gather	squish	as	runtime	declared
Gather	squish	with	runtime	declared
Gather	toggle	off	runtime	declared
Gather	unique	as	runtime	declared
Gather	unique	with	runtime	declared
GeneralWorker	batch	elems	runtime	declared
GeneralWorker	categorize	as	runtime	declared
GeneralWorker	categorize	into	runtime	declared
GeneralWorker	classify	as	runtime	declared
GeneralWorker	classify	into	runtime	declared
GeneralWorker	first	end	runtime	declared
GeneralWorker	flatmap	label	runtime	declared
GeneralWorker	map	deep	runtime	declared
GeneralWorker	map	duck	runtime	declared
GeneralWorker	map	flat	runtime	declared
GeneralWorker	map	item	runtime	declared
GeneralWorker	map	label	runtime	declared
GeneralWorker	map	node	runtime	declared
GeneralWorker	max	by	runtime	declared
GeneralWorker	max	k	runtime	declared
GeneralWorker	max	kv	runtime	declared
GeneralWorker	max	p	runtime	declared
GeneralWorker	max	v	runtime	declared
GeneralWorker	min	by	runtime	declared
GeneralWorker	min	k	runtime	declared
GeneralWorker	min	kv	runtime	declared
GeneralWorker	min	p	runtime	declared
GeneralWorker	min	v	runtime	declared
GeneralWorker	minmax	by	runtime	declared
GeneralWorker	repeated	as	runtime	declared
GeneralWorker	repeated	with	runtime	declared
GeneralWorker	rotor	partial	runtime	declared
GeneralWorker	squish	as	runtime	declared
GeneralWorker	squish	with	runtime	declared
GeneralWorker	toggle	off	runtime	declared
GeneralWorker	unique	as	runtime	declared
GeneralWorker	unique	with	runtime	declared
GetLineFast	batch	elems	runtime	declared
GetLineFast	categorize	as	runtime	declared
GetLineFast	categorize	into	runtime	declared
GetLineFast	classify	as	runtime	declared
GetLineFast	classify	into	runtime	declared
GetLineFast	first	end	runtime	declared
GetLineFast	flatmap	label	runtime	declared
GetLineFast	map	deep	runtime	declared
GetLineFast	map	duck	runtime	declared
GetLineFast	map	flat	runtime	declared
GetLineFast	map	item	runtime	declared
GetLineFast	map	label	runtime	declared
GetLineFast	map	node	runtime	declared
GetLineFast	max	by	runtime	declared
GetLineFast	max	k	runtime	declared
GetLineFast	max	kv	runtime	declared
GetLineFast	max	p	runtime	declared
GetLineFast	max	v	runtime	declared
GetLineFast	min	by	runtime	declared
GetLineFast	min	k	runtime	declared
GetLineFast	min	kv	runtime	declared
GetLineFast	min	p	runtime	declared
GetLineFast	min	v	runtime	declared
GetLineFast	minmax	by	runtime	declared
GetLineFast	repeated	as	runtime	declared
GetLineFast	repeated	with	runtime	declared
GetLineFast	rotor	partial	runtime	declared
GetLineFast	squish	as	runtime	declared
GetLineFast	squish	with	runtime	declared
GetLineFast	toggle	off	runtime	declared
GetLineFast	unique	as	runtime	declared
GetLineFast	unique	with	runtime	declared
GetLineSlow	batch	elems	runtime	declared
GetLineSlow	categorize	as	runtime	declared
GetLineSlow	categorize	into	runtime	declared
GetLineSlow	classify	as	runtime	declared
GetLineSlow	classify	into	runtime	declared
GetLineSlow	first	end	runtime	declared
GetLineSlow	flatmap	label	runtime	declared
GetLineSlow	map	deep	runtime	declared
GetLineSlow	map	duck	runtime	declared
GetLineSlow	map	flat	runtime	declared
GetLineSlow	map	item	runtime	declared
GetLineSlow	map	label	runtime	declared
GetLineSlow	map	node	runtime	declared
GetLineSlow	max	by	runtime	declared
GetLineSlow	max	k	runtime	declared
GetLineSlow	max	kv	runtime	declared
GetLineSlow	max	p	runtime	declared
GetLineSlow	max	v	runtime	declared
GetLineSlow	min	by	runtime	declared
GetLineSlow	min	k	runtime	declared
GetLineSlow	min	kv	runtime	declared
GetLineSlow	min	p	runtime	declared
GetLineSlow	min	v	runtime	declared
GetLineSlow	minmax	by	runtime	declared
GetLineSlow	repeated	as	runtime	declared
GetLineSlow	repeated	with	runtime	declared
GetLineSlow	rotor	partial	runtime	declared
GetLineSlow	squish	as	runtime	declared
GetLineSlow	squish	with	runtime	declared
GetLineSlow	toggle	off	runtime	declared
GetLineSlow	unique	as	runtime	declared
GetLineSlow	unique	with	runtime	declared
Grab	batch	elems	runtime	declared
Grab	categorize	as	runtime	declared
Grab	categorize	into	runtime	declared
Grab	classify	as	runtime	declared
Grab	classify	into	runtime	declared
Grab	first	end	runtime	declared
Grab	flatmap	label	runtime	declared
Grab	map	deep	runtime	declared
Grab	map	duck	runtime	declared
Grab	map	flat	runtime	declared
Grab	map	item	runtime	declared
Grab	map	label	runtime	declared
Grab	map	node	runtime	declared
Grab	max	by	runtime	declared
Grab	max	k	runtime	declared
Grab	max	kv	runtime	declared
Grab	max	p	runtime	declared
Grab	max	v	runtime	declared
Grab	min	by	runtime	declared
Grab	min	k	runtime	declared
Grab	min	kv	runtime	declared
Grab	min	p	runtime	declared
Grab	min	v	runtime	declared
Grab	minmax	by	runtime	declared
Grab	repeated	as	runtime	declared
Grab	repeated	with	runtime	declared
Grab	rotor	partial	runtime	declared
Grab	squish	as	runtime	declared
Grab	squish	with	runtime	declared
Grab	toggle	off	runtime	declared
Grab	unique	as	runtime	declared
Grab	unique	with	runtime	declared
GrabN	batch	elems	runtime	declared
GrabN	categorize	as	runtime	declared
GrabN	categorize	into	runtime	declared
GrabN	classify	as	runtime	declared
GrabN	classify	into	runtime	declared
GrabN	first	end	runtime	declared
GrabN	flatmap	label	runtime	declared
GrabN	map	deep	runtime	declared
GrabN	map	duck	runtime	declared
GrabN	map	flat	runtime	declared
GrabN	map	item	runtime	declared
GrabN	map	label	runtime	declared
GrabN	map	node	runtime	declared
GrabN	max	by	runtime	declared
GrabN	max	k	runtime	declared
GrabN	max	kv	runtime	declared
GrabN	max	p	runtime	declared
GrabN	max	v	runtime	declared
GrabN	min	by	runtime	declared
GrabN	min	k	runtime	declared
GrabN	min	kv	runtime	declared
GrabN	min	p	runtime	declared
GrabN	min	v	runtime	declared
GrabN	minmax	by	runtime	declared
GrabN	repeated	as	runtime	declared
GrabN	repeated	with	runtime	declared
GrabN	rotor	partial	runtime	declared
GrabN	squish	as	runtime	declared
GrabN	squish	with	runtime	declared
GrabN	toggle	off	runtime	declared
GrabN	unique	as	runtime	declared
GrabN	unique	with	runtime	declared
GrabPairs	batch	elems	runtime	declared
GrabPairs	categorize	as	runtime	declared
GrabPairs	categorize	into	runtime	declared
GrabPairs	classify	as	runtime	declared
GrabPairs	classify	into	runtime	declared
GrabPairs	first	end	runtime	declared
GrabPairs	flatmap	label	runtime	declared
GrabPairs	map	deep	runtime	declared
GrabPairs	map	duck	runtime	declared
GrabPairs	map	flat	runtime	declared
GrabPairs	map	item	runtime	declared
GrabPairs	map	label	runtime	declared
GrabPairs	map	node	runtime	declared
GrabPairs	max	by	runtime	declared
GrabPairs	max	k	runtime	declared
GrabPairs	max	kv	runtime	declared
GrabPairs	max	p	runtime	declared
GrabPairs	max	v	runtime	declared
GrabPairs	min	by	runtime	declared
GrabPairs	min	k	runtime	declared
GrabPairs	min	kv	runtime	declared
GrabPairs	min	p	runtime	declared
GrabPairs	min	v	runtime	declared
GrabPairs	minmax	by	runtime	declared
GrabPairs	repeated	as	runtime	declared
GrabPairs	repeated	with	runtime	declared
GrabPairs	rotor	partial	runtime	declared
GrabPairs	squish	as	runtime	declared
GrabPairs	squish	with	runtime	declared
GrabPairs	toggle	off	runtime	declared
GrabPairs	unique	as	runtime	declared
GrabPairs	unique	with	runtime	declared
GrabPairsN	batch	elems	runtime	declared
GrabPairsN	categorize	as	runtime	declared
GrabPairsN	categorize	into	runtime	declared
GrabPairsN	classify	as	runtime	declared
GrabPairsN	classify	into	runtime	declared
GrabPairsN	first	end	runtime	declared
GrabPairsN	flatmap	label	runtime	declared
GrabPairsN	map	deep	runtime	declared
GrabPairsN	map	duck	runtime	declared
GrabPairsN	map	flat	runtime	declared
GrabPairsN	map	item	runtime	declared
GrabPairsN	map	label	runtime	declared
GrabPairsN	map	node	runtime	declared
GrabPairsN	max	by	runtime	declared
GrabPairsN	max	k	runtime	declared
GrabPairsN	max	kv	runtime	declared
GrabPairsN	max	p	runtime	declared
GrabPairsN	max	v	runtime	declared
GrabPairsN	min	by	runtime	declared
GrabPairsN	min	k	runtime	declared
GrabPairsN	min	kv	runtime	declared
GrabPairsN	min	p	runtime	declared
GrabPairsN	min	v	runtime	declared
GrabPairsN	minmax	by	runtime	declared
GrabPairsN	repeated	as	runtime	declared
GrabPairsN	repeated	with	runtime	declared
GrabPairsN	rotor	partial	runtime	declared
GrabPairsN	squish	as	runtime	declared
GrabPairsN	squish	with	runtime	declared
GrabPairsN	toggle	off	runtime	declared
GrabPairsN	unique	as	runtime	declared
GrabPairsN	unique	with	runtime	declared
Grammar	parse	actions	runtime	declared
Grammar	parse	args	runtime	declared
Grammar	parse	rule	runtime	declared
Grammar	parsefile	actions	runtime	via Grammar.parsefile -> Grammar.parse
Grammar	parsefile	args	runtime	via Grammar.parsefile -> Grammar.parse
Grammar	parsefile	enc	runtime	declared
Grammar	parsefile	rule	runtime	via Grammar.parsefile -> Grammar.parse
Grammar	subparse	actions	runtime	declared
Grammar	subparse	args	runtime	declared
Grammar	subparse	rule	runtime	declared
Grep	batch	elems	runtime	declared
Grep	categorize	as	runtime	declared
Grep	categorize	into	runtime	declared
Grep	classify	as	runtime	declared
Grep	classify	into	runtime	declared
Grep	first	end	runtime	declared
Grep	flatmap	label	runtime	declared
Grep	map	deep	runtime	declared
Grep	map	duck	runtime	declared
Grep	map	flat	runtime	declared
Grep	map	item	runtime	declared
Grep	map	label	runtime	declared
Grep	map	node	runtime	declared
Grep	max	by	runtime	declared
Grep	max	k	runtime	declared
Grep	max	kv	runtime	declared
Grep	max	p	runtime	declared
Grep	max	v	runtime	declared
Grep	min	by	runtime	declared
Grep	min	k	runtime	declared
Grep	min	kv	runtime	declared
Grep	min	p	runtime	declared
Grep	min	v	runtime	declared
Grep	minmax	by	runtime	declared
Grep	repeated	as	runtime	declared
Grep	repeated	with	runtime	declared
Grep	rotor	partial	runtime	declared
Grep	squish	as	runtime	declared
Grep	squish	with	runtime	declared
Grep	toggle	off	runtime	declared
Grep	unique	as	runtime	declared
Grep	unique	with	runtime	declared
Grepper	batch	elems	runtime	declared
Grepper	categorize	as	runtime	declared
Grepper	categorize	into	runtime	declared
Grepper	classify	as	runtime	declared
Grepper	classify	into	runtime	declared
Grepper	first	end	runtime	declared
Grepper	flatmap	label	runtime	declared
Grepper	map	deep	runtime	declared
Grepper	map	duck	runtime	declared
Grepper	map	flat	runtime	declared
Grepper	map	item	runtime	declared
Grepper	map	label	runtime	declared
Grepper	map	node	runtime	declared
Grepper	max	by	runtime	declared
Grepper	max	k	runtime	declared
Grepper	max	kv	runtime	declared
Grepper	max	p	runtime	declared
Grepper	max	v	runtime	declared
Grepper	min	by	runtime	declared
Grepper	min	k	runtime	declared
Grepper	min	kv	runtime	declared
Grepper	min	p	runtime	declared
Grepper	min	v	runtime	declared
Grepper	minmax	by	runtime	declared
Grepper	repeated	as	runtime	declared
Grepper	repeated	with	runtime	declared
Grepper	rotor	partial	runtime	declared
Grepper	squish	as	runtime	declared
Grepper	squish	with	runtime	declared
Grepper	toggle	off	runtime	declared
Grepper	unique	as	runtime	declared
Grepper	unique	with	runtime	declared
Handles	batch	elems	runtime	declared
Handles	categorize	as	runtime	declared
Handles	categorize	into	runtime	declared
Handles	classify	as	runtime	declared
Handles	classify	into	runtime	declared
Handles	first	end	runtime	declared
Handles	flatmap	label	runtime	declared
Handles	map	deep	runtime	declared
Handles	map	duck	runtime	declared
Handles	map	flat	runtime	declared
Handles	map	item	runtime	declared
Handles	map	label	runtime	declared
Handles	map	node	runtime	declared
Handles	max	by	runtime	declared
Handles	max	k	runtime	declared
Handles	max	kv	runtime	declared
Handles	max	p	runtime	declared
Handles	max	v	runtime	declared
Handles	min	by	runtime	declared
Handles	min	k	runtime	declared
Handles	min	kv	runtime	declared
Handles	min	p	runtime	declared
Handles	min	v	runtime	declared
Handles	minmax	by	runtime	declared
Handles	repeated	as	runtime	declared
Handles	repeated	with	runtime	declared
Handles	rotor	partial	runtime	declared
Handles	squish	as	runtime	declared
Handles	squish	with	runtime	declared
Handles	toggle	off	runtime	declared
Handles	unique	as	runtime	declared
Handles	unique	with	runtime	declared
Hash	DUMP	ctx	runtime	declared
Hash	DUMP	indent-step	runtime	declared
Hash	Map	view	runtime	declared
Hash	categorize-list	as	runtime	declared
Hash	classify-list	as	runtime	declared
Hashray	flat	hammer	runtime	declared
Hashray	hyper	batch	runtime	declared
Hashray	hyper	degree	runtime	declared
Hashray	race	batch	runtime	declared
Hashray	race	degree	runtime	declared
Holder	batch	elems	runtime	declared
Holder	categorize	as	runtime	declared
Holder	categorize	into	runtime	declared
Holder	classify	as	runtime	declared
Holder	classify	into	runtime	declared
Holder	first	end	runtime	declared
Holder	flatmap	label	runtime	declared
Holder	map	deep	runtime	declared
Holder	map	duck	runtime	declared
Holder	map	flat	runtime	declared
Holder	map	item	runtime	declared
Holder	map	label	runtime	declared
Holder	map	node	runtime	declared
Holder	max	by	runtime	declared
Holder	max	k	runtime	declared
Holder	max	kv	runtime	declared
Holder	max	p	runtime	declared
Holder	max	v	runtime	declared
Holder	min	by	runtime	declared
Holder	min	k	runtime	declared
Holder	min	kv	runtime	declared
