type	method	adverb	kind	provenance
CHANNEL_CLOSE	map	duck	runtime	declared
CHANNEL_CLOSE	map	flat	runtime	declared
CHANNEL_CLOSE	map	item	runtime	declared
CHANNEL_CLOSE	map	label	runtime	declared
CHANNEL_CLOSE	map	node	runtime	declared
CHANNEL_CLOSE	max	by	runtime	declared
CHANNEL_CLOSE	max	k	runtime	declared
CHANNEL_CLOSE	max	kv	runtime	declared
CHANNEL_CLOSE	max	p	runtime	declared
CHANNEL_CLOSE	max	v	runtime	declared
CHANNEL_CLOSE	min	by	runtime	declared
CHANNEL_CLOSE	min	k	runtime	declared
CHANNEL_CLOSE	min	kv	runtime	declared
CHANNEL_CLOSE	min	p	runtime	declared
CHANNEL_CLOSE	min	v	runtime	declared
CHANNEL_CLOSE	minmax	by	runtime	declared
CHANNEL_CLOSE	repeated	as	runtime	declared
CHANNEL_CLOSE	repeated	with	runtime	declared
CHANNEL_CLOSE	rotor	partial	runtime	declared
CHANNEL_CLOSE	squish	as	runtime	declared
CHANNEL_CLOSE	squish	with	runtime	declared
CHANNEL_CLOSE	toggle	off	runtime	declared
CHANNEL_CLOSE	unique	as	runtime	declared
CHANNEL_CLOSE	unique	with	runtime	declared
CHANNEL_FAIL	batch	elems	runtime	declared
CHANNEL_FAIL	categorize	as	runtime	declared
CHANNEL_FAIL	categorize	into	runtime	declared
CHANNEL_FAIL	classify	as	runtime	declared
CHANNEL_FAIL	classify	into	runtime	declared
CHANNEL_FAIL	first	end	runtime	declared
CHANNEL_FAIL	flatmap	label	runtime	declared
CHANNEL_FAIL	map	deep	runtime	declared
CHANNEL_FAIL	map	duck	runtime	declared
CHANNEL_FAIL	map	flat	runtime	declared
CHANNEL_FAIL	map	item	runtime	declared
CHANNEL_FAIL	map	label	runtime	declared
CHANNEL_FAIL	map	node	runtime	declared
CHANNEL_FAIL	max	by	runtime	declared
CHANNEL_FAIL	max	k	runtime	declared
CHANNEL_FAIL	max	kv	runtime	declared
CHANNEL_FAIL	max	p	runtime	declared
CHANNEL_FAIL	max	v	runtime	declared
CHANNEL_FAIL	min	by	runtime	declared
CHANNEL_FAIL	min	k	runtime	declared
CHANNEL_FAIL	min	kv	runtime	declared
CHANNEL_FAIL	min	p	runtime	declared
CHANNEL_FAIL	min	v	runtime	declared
CHANNEL_FAIL	minmax	by	runtime	declared
CHANNEL_FAIL	repeated	as	runtime	declared
CHANNEL_FAIL	repeated	with	runtime	declared
CHANNEL_FAIL	rotor	partial	runtime	declared
CHANNEL_FAIL	squish	as	runtime	declared
CHANNEL_FAIL	squish	with	runtime	declared
CHANNEL_FAIL	toggle	off	runtime	declared
CHANNEL_FAIL	unique	as	runtime	declared
CHANNEL_FAIL	unique	with	runtime	declared
CStyleLoop	batch	elems	runtime	declared
CStyleLoop	categorize	as	runtime	declared
CStyleLoop	categorize	into	runtime	declared
CStyleLoop	classify	as	runtime	declared
CStyleLoop	classify	into	runtime	declared
CStyleLoop	first	end	runtime	declared
CStyleLoop	flatmap	label	runtime	declared
CStyleLoop	map	deep	runtime	declared
CStyleLoop	map	duck	runtime	declared
CStyleLoop	map	flat	runtime	declared
CStyleLoop	map	item	runtime	declared
CStyleLoop	map	label	runtime	declared
CStyleLoop	map	node	runtime	declared
CStyleLoop	max	by	runtime	declared
CStyleLoop	max	k	runtime	declared
CStyleLoop	max	kv	runtime	declared
CStyleLoop	max	p	runtime	declared
CStyleLoop	max	v	runtime	declared
CStyleLoop	min	by	runtime	declared
CStyleLoop	min	k	runtime	declared
CStyleLoop	min	kv	runtime	declared
CStyleLoop	min	p	runtime	declared
CStyleLoop	min	v	runtime	declared
CStyleLoop	minmax	by	runtime	declared
CStyleLoop	repeated	as	runtime	declared
CStyleLoop	repeated	with	runtime	declared
CStyleLoop	rotor	partial	runtime	declared
CStyleLoop	squish	as	runtime	declared
CStyleLoop	squish	with	runtime	declared
CStyleLoop	toggle	off	runtime	declared
CStyleLoop	unique	as	runtime	declared
CStyleLoop	unique	with	runtime	declared
CURSOR	batch	elems	runtime	declared
CURSOR	categorize	as	runtime	declared
CURSOR	categorize	into	runtime	declared
CURSOR	classify	as	runtime	declared
CURSOR	classify	into	runtime	declared
CURSOR	first	end	runtime	declared
CURSOR	flatmap	label	runtime	declared
CURSOR	map	deep	runtime	declared
CURSOR	map	duck	runtime	declared
CURSOR	map	flat	runtime	declared
CURSOR	map	item	runtime	declared
CURSOR	map	label	runtime	declared
CURSOR	map	node	runtime	declared
CURSOR	max	by	runtime	declared
CURSOR	max	k	runtime	declared
CURSOR	max	kv	runtime	declared
CURSOR	max	p	runtime	declared
CURSOR	max	v	runtime	declared
CURSOR	min	by	runtime	declared
CURSOR	min	k	runtime	declared
CURSOR	min	kv	runtime	declared
CURSOR	min	p	runtime	declared
CURSOR	min	v	runtime	declared
CURSOR	minmax	by	runtime	declared
CURSOR	repeated	as	runtime	declared
CURSOR	repeated	with	runtime	declared
CURSOR	rotor	partial	runtime	declared
CURSOR	squish	as	runtime	declared
CURSOR	squish	with	runtime	declared
CURSOR	toggle	off	runtime	declared
CURSOR	unique	as	runtime	declared
CURSOR	unique	with	runtime	declared
CachedCompiledRegex	batch	elems	runtime	declared
CachedCompiledRegex	categorize	as	runtime	declared
CachedCompiledRegex	categorize	into	runtime	declared
CachedCompiledRegex	classify	as	runtime	declared
CachedCompiledRegex	classify	into	runtime	declared
CachedCompiledRegex	first	end	runtime	declared
CachedCompiledRegex	flatmap	label	runtime	declared
CachedCompiledRegex	map	deep	runtime	declared
CachedCompiledRegex	map	duck	runtime	declared
CachedCompiledRegex	map	flat	runtime	declared
CachedCompiledRegex	map	item	runtime	declared
CachedCompiledRegex	map	label	runtime	declared
CachedCompiledRegex	map	node	runtime	declared
CachedCompiledRegex	max	by	runtime	declared
CachedCompiledRegex	max	k	runtime	declared
CachedCompiledRegex	max	kv	runtime	declared
CachedCompiledRegex	max	p	runtime	declared
CachedCompiledRegex	max	v	runtime	declared
CachedCompiledRegex	min	by	runtime	declared
CachedCompiledRegex	min	k	runtime	declared
CachedCompiledRegex	min	kv	runtime	declared
CachedCompiledRegex	min	p	runtime	declared
CachedCompiledRegex	min	v	runtime	declared
CachedCompiledRegex	minmax	by	runtime	declared
CachedCompiledRegex	repeated	as	runtime	declared
CachedCompiledRegex	repeated	with	runtime	declared
CachedCompiledRegex	rotor	partial	runtime	declared
CachedCompiledRegex	squish	as	runtime	declared
CachedCompiledRegex	squish	with	runtime	declared
CachedCompiledRegex	toggle	off	runtime	declared
CachedCompiledRegex	unique	as	runtime	declared
CachedCompiledRegex	unique	with	runtime	declared
CallableEager	batch	elems	runtime	declared
CallableEager	categorize	as	runtime	declared
CallableEager	categorize	into	runtime	declared
CallableEager	classify	as	runtime	declared
CallableEager	classify	into	runtime	declared
CallableEager	first	end	runtime	declared
CallableEager	flatmap	label	runtime	declared
CallableEager	map	deep	runtime	declared
CallableEager	map	duck	runtime	declared
CallableEager	map	flat	runtime	declared
CallableEager	map	item	runtime	declared
CallableEager	map	label	runtime	declared
CallableEager	map	node	runtime	declared
CallableEager	max	by	runtime	declared
CallableEager	max	k	runtime	declared
CallableEager	max	kv	runtime	declared
CallableEager	max	p	runtime	declared
CallableEager	max	v	runtime	declared
CallableEager	min	by	runtime	declared
CallableEager	min	k	runtime	declared
CallableEager	min	kv	runtime	declared
CallableEager	min	p	runtime	declared
CallableEager	min	v	runtime	declared
CallableEager	minmax	by	runtime	declared
CallableEager	repeated	as	runtime	declared
CallableEager	repeated	with	runtime	declared
CallableEager	rotor	partial	runtime	declared
CallableEager	squish	as	runtime	declared
CallableEager	squish	with	runtime	declared
CallableEager	toggle	off	runtime	declared
CallableEager	unique	as	runtime	declared
CallableEager	unique	with	runtime	declared
CallableLazy	batch	elems	runtime	declared
CallableLazy	categorize	as	runtime	declared
CallableLazy	categorize	into	runtime	declared
CallableLazy	classify	as	runtime	declared
CallableLazy	classify	into	runtime	declared
CallableLazy	first	end	runtime	declared
CallableLazy	flatmap	label	runtime	declared
CallableLazy	map	deep	runtime	declared
CallableLazy	map	duck	runtime	declared
CallableLazy	map	flat	runtime	declared
CallableLazy	map	item	runtime	declared
CallableLazy	map	label	runtime	declared
CallableLazy	map	node	runtime	declared
CallableLazy	max	by	runtime	declared
CallableLazy	max	k	runtime	declared
CallableLazy	max	kv	runtime	declared
CallableLazy	max	p	runtime	declared
CallableLazy	max	v	runtime	declared
CallableLazy	min	by	runtime	declared
CallableLazy	min	k	runtime	declared
CallableLazy	min	kv	runtime	declared
CallableLazy	min	p	runtime	declared
CallableLazy	min	v	runtime	declared
CallableLazy	minmax	by	runtime	declared
CallableLazy	repeated	as	runtime	declared
CallableLazy	repeated	with	runtime	declared
CallableLazy	rotor	partial	runtime	declared
CallableLazy	squish	as	runtime	declared
CallableLazy	squish	with	runtime	declared
CallableLazy	toggle	off	runtime	declared
CallableLazy	unique	as	runtime	declared
CallableLazy	unique	with	runtime	declared
Cancellation	BUILD	async_handles	runtime	declared
CandidateIterator	batch	elems	runtime	declared
CandidateIterator	categorize	as	runtime	declared
CandidateIterator	categorize	into	runtime	declared
CandidateIterator	classify	as	runtime	declared
CandidateIterator	classify	into	runtime	declared
CandidateIterator	first	end	runtime	declared
CandidateIterator	flatmap	label	runtime	declared
CandidateIterator	map	deep	runtime	declared
CandidateIterator	map	duck	runtime	declared
CandidateIterator	map	flat	runtime	declared
CandidateIterator	map	item	runtime	declared
CandidateIterator	map	label	runtime	declared
CandidateIterator	map	node	runtime	declared
CandidateIterator	max	by	runtime	declared
CandidateIterator	max	k	runtime	declared
CandidateIterator	max	kv	runtime	declared
CandidateIterator	max	p	runtime	declared
CandidateIterator	max	v	runtime	declared
CandidateIterator	min	by	runtime	declared
CandidateIterator	min	k	runtime	declared
CandidateIterator	min	kv	runtime	declared
CandidateIterator	min	p	runtime	declared
CandidateIterator	min	v	runtime	declared
CandidateIterator	minmax	by	runtime	declared
CandidateIterator	repeated	as	runtime	declared
CandidateIterator	repeated	with	runtime	declared
CandidateIterator	rotor	partial	runtime	declared
CandidateIterator	squish	as	runtime	declared
CandidateIterator	squish	with	runtime	declared
CandidateIterator	toggle	off	runtime	declared
CandidateIterator	unique	as	runtime	declared
CandidateIterator	unique	with	runtime	declared
Capture	BUILD	hash	runtime	declared
Capture	BUILD	list	runtime	declared
Change	batch	elems	runtime	declared
Change	categorize	as	runtime	declared
Change	categorize	into	runtime	declared
Change	classify	as	runtime	declared
Change	classify	into	runtime	declared
Change	first	end	runtime	declared
Change	flatmap	label	runtime	declared
Change	map	deep	runtime	declared
Change	map	duck	runtime	declared
Change	map	flat	runtime	declared
Change	map	item	runtime	declared
Change	map	label	runtime	declared
Change	map	node	runtime	declared
Change	max	by	runtime	declared
Change	max	k	runtime	declared
Change	max	kv	runtime	declared
Change	max	p	runtime	declared
Change	max	v	runtime	declared
Change	min	by	runtime	declared
Change	min	k	runtime	declared
Change	min	kv	runtime	declared
Change	min	p	runtime	declared
Change	min	v	runtime	declared
Change	minmax	by	runtime	declared
Change	repeated	as	runtime	declared
Change	repeated	with	runtime	declared
Change	rotor	partial	runtime	declared
Change	squish	as	runtime	declared
Change	squish	with	runtime	declared
Change	toggle	off	runtime	declared
Change	unique	as	runtime	declared
Change	unique	with	runtime	declared
ChannelAwaitableHandle	batch	elems	runtime	declared
ChannelAwaitableHandle	categorize	as	runtime	declared
ChannelAwaitableHandle	categorize	into	runtime	declared
ChannelAwaitableHandle	classify	as	runtime	declared
ChannelAwaitableHandle	classify	into	runtime	declared
ChannelAwaitableHandle	first	end	runtime	declared
ChannelAwaitableHandle	flatmap	label	runtime	declared
ChannelAwaitableHandle	map	deep	runtime	declared
ChannelAwaitableHandle	map	duck	runtime	declared
ChannelAwaitableHandle	map	flat	runtime	declared
ChannelAwaitableHandle	map	item	runtime	declared
ChannelAwaitableHandle	map	label	runtime	declared
ChannelAwaitableHandle	map	node	runtime	declared
ChannelAwaitableHandle	max	by	runtime	declared
ChannelAwaitableHandle	max	k	runtime	declared
ChannelAwaitableHandle	max	kv	runtime	declared
ChannelAwaitableHandle	max	p	runtime	declared
ChannelAwaitableHandle	max	v	runtime	declared
ChannelAwaitableHandle	min	by	runtime	declared
ChannelAwaitableHandle	min	k	runtime	declared
ChannelAwaitableHandle	min	kv	runtime	declared
ChannelAwaitableHandle	min	p	runtime	declared
ChannelAwaitableHandle	min	v	runtime	declared
ChannelAwaitableHandle	minmax	by	runtime	declared
ChannelAwaitableHandle	repeated	as	runtime	declared
ChannelAwaitableHandle	repeated	with	runtime	declared
ChannelAwaitableHandle	rotor	partial	runtime	declared
ChannelAwaitableHandle	squish	as	runtime	declared
ChannelAwaitableHandle	squish	with	runtime	declared
ChannelAwaitableHandle	toggle	off	runtime	declared
ChannelAwaitableHandle	unique	as	runtime	declared
ChannelAwaitableHandle	unique	with	runtime	declared
CharFromTo	batch	elems	runtime	declared
CharFromTo	categorize	as	runtime	declared
CharFromTo	categorize	into	runtime	declared
CharFromTo	classify	as	runtime	declared
CharFromTo	classify	into	runtime	declared
CharFromTo	first	end	runtime	declared
CharFromTo	flatmap	label	runtime	declared
CharFromTo	map	deep	runtime	declared
CharFromTo	map	duck	runtime	declared
CharFromTo	map	flat	runtime	declared
CharFromTo	map	item	runtime	declared
CharFromTo	map	label	runtime	declared
CharFromTo	map	node	runtime	declared
CharFromTo	max	by	runtime	declared
CharFromTo	max	k	runtime	declared
CharFromTo	max	kv	runtime	declared
CharFromTo	max	p	runtime	declared
CharFromTo	max	v	runtime	declared
CharFromTo	min	by	runtime	declared
CharFromTo	min	k	runtime	declared
CharFromTo	min	kv	runtime	declared
CharFromTo	min	p	runtime	declared
CharFromTo	min	v	runtime	declared
CharFromTo	minmax	by	runtime	declared
CharFromTo	repeated	as	runtime	declared
CharFromTo	repeated	with	runtime	declared
CharFromTo	rotor	partial	runtime	declared
CharFromTo	squish	as	runtime	declared
CharFromTo	squish	with	runtime	declared
CharFromTo	toggle	off	runtime	declared
CharFromTo	unique	as	runtime	declared
CharFromTo	unique	with	runtime	declared
CharReverse	batch	elems	runtime	declared
CharReverse	categorize	as	runtime	declared
CharReverse	categorize	into	runtime	declared
CharReverse	classify	as	runtime	declared
CharReverse	classify	into	runtime	declared
CharReverse	first	end	runtime	declared
CharReverse	flatmap	label	runtime	declared
CharReverse	map	deep	runtime	declared
CharReverse	map	duck	runtime	declared
CharReverse	map	flat	runtime	declared
CharReverse	map	item	runtime	declared
CharReverse	map	label	runtime	declared
CharReverse	map	node	runtime	declared
CharReverse	max	by	runtime	declared
CharReverse	max	k	runtime	declared
CharReverse	max	kv	runtime	declared
CharReverse	max	p	runtime	declared
CharReverse	max	v	runtime	declared
CharReverse	min	by	runtime	declared
CharReverse	min	k	runtime	declared
CharReverse	min	kv	runtime	declared
CharReverse	min	p	runtime	declared
CharReverse	min	v	runtime	declared
CharReverse	minmax	by	runtime	declared
CharReverse	repeated	as	runtime	declared
CharReverse	repeated	with	runtime	declared
CharReverse	rotor	partial	runtime	declared
CharReverse	squish	as	runtime	declared
CharReverse	squish	with	runtime	declared
CharReverse	toggle	off	runtime	declared
CharReverse	unique	as	runtime	declared
CharReverse	unique	with	runtime	declared
Collation	set	primary	runtime	declared
Collation	set	quaternary	runtime	declared
Collation	set	secondary	runtime	declared
Collation	set	tertiary	runtime	declared
CombAll	batch	elems	runtime	declared
CombAll	categorize	as	runtime	declared
CombAll	categorize	into	runtime	declared
CombAll	classify	as	runtime	declared
CombAll	classify	into	runtime	declared
CombAll	first	end	runtime	declared
CombAll	flatmap	label	runtime	declared
CombAll	map	deep	runtime	declared
CombAll	map	duck	runtime	declared
